Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00       3/3           std::vector<unsigned char, std::allocator<unsigned char> >::erase(__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, __gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >) [55]
                0.00    0.00     112/100007      __gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >::__normal_iterator<unsigned char*, void>(__gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > > const&) [118]
                0.00    0.00     109/382039      std::vector<unsigned char, std::allocator<unsigned char> >::begin() [75]
                0.00    0.00       6/6           std::reverse_iterator<__gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > > > std::make_reverse_iterator<__gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > > >(__gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > >) [187]
                0.00    0.00       3/299902      __gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > >::operator+(long) const [80]
-----------------------------------------------
                0.00    0.00     103/103         Decimal::operator>>=(unsigned long) [43]
[44]     0.0    0.00    0.00     103         std::vector<unsigned char, std::allocator<unsigned char> >::insert(__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, unsigned long, unsigned char const&) [44]
                0.00    0.00     103/102205      std::vector<unsigned char, std::allocator<unsigned char> >::cbegin() const [31]
                0.00    0.00     103/103         std::vector<unsigned char, std::allocator<unsigned char> >::_M_fill_insert(__gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > >, unsigned long, unsigned char const&) [58]
                0.00    0.00     206/382039      std::vector<unsigned char, std::allocator<unsigned char> >::begin() [75]
                0.00    0.00     206/299902      __gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > >::operator+(long) const [80]
                0.00    0.00     103/100007      __gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >::difference_type __gnu_cxx::operator-<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >(__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > > const&, __gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > > const&) [119]
-----------------------------------------------
                0.00    0.00    1131/1131        std::vector<unsigned char, std::allocator<unsigned char> >::at(unsigned long) [46]
[45]     0.0    0.00    0.00    1131         std::vector<unsigned char, std::allocator<unsigned char> >::_M_range_check(unsigned long) const [45]
                0.00    0.00    1131/6007486     std::vector<unsigned char, std::allocator<unsigned char> >::size() const [7]
-----------------------------------------------
                0.00    0.00    1131/1131        Decimal::operator>=(Decimal&) [28]
[46]     0.0    0.00    0.00    1131         std::vector<unsigned char, std::allocator<unsigned char> >::at(unsigned long) [46]
                0.00    0.00    1131/1131        std::vector<unsigned char, std::allocator<unsigned char> >::_M_range_check(unsigned long) const [45]
                0.00    0.00    1131/2209439     std::vector<unsigned char, std::allocator<unsigned char> >::operator[](unsigned long) [65]
-----------------------------------------------
                0.00    0.00     134/134         std::vector<unsigned char, std::allocator<unsigned char> >::resize(unsigned long) [34]
[47]     0.0    0.00    0.00     134         std::vector<unsigned char, std::allocator<unsigned char> >::_M_default_append(unsigned long) [47]
                0.00    0.00     134/6007486     std::vector<unsigned char, std::allocator<unsigned char> >::size() const [7]
                0.00    0.00       4/82041       std::vector<unsigned char, std::allocator<unsigned char> >::_M_check_len(unsigned long, char const*) const [35]
                0.00    0.00     268/164350      std::vector<unsigned char, std::allocator<unsigned char> >::max_size() const [93]
                0.00    0.00     138/446117      std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_M_get_Tp_allocator() [71]
                0.00    0.00     134/134         unsigned char* std::__uninitialized_default_n_a<unsigned char*, unsigned long, unsigned char>(unsigned char*, unsigned long, std::allocator<unsigned char>&) [152]
                0.00    0.00       4/82046       std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_M_allocate(unsigned long) [129]
                0.00    0.00       4/4           std::vector<unsigned char, std::allocator<unsigned char> >::_M_default_append(unsigned long)::_Guard::_Guard(unsigned char*, unsigned long, std::allocator<unsigned char>&) [201]
                0.00    0.00       4/82026       std::vector<unsigned char, std::allocator<unsigned char> >::_S_relocate(unsigned char*, unsigned char*, unsigned char*, std::allocator<unsigned char>&) [132]
                0.00    0.00       4/4           std::vector<unsigned char, std::allocator<unsigned char> >::_M_default_append(unsigned long)::_Guard::~_Guard() [202]
-----------------------------------------------
                0.00    0.00       3/3           main [1]
[48]     0.0    0.00    0.00       3         Decimal::printNumber() [48]
                0.00    0.00       6/246629      __gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > >::operator-(long) const [10]
                0.00    0.00  100033/346655      __gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > >::operator*() const [77]
                0.00    0.00  100020/100020      bool __gnu_cxx::operator< <unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > >(__gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > > const&, __gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > > const&) [108]
                0.00    0.00  100017/100017      __gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > >::operator++(int) [112]
                0.00    0.00      19/19          bool __gnu_cxx::operator><unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > >(__gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > > const&, __gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > > const&) [174]
                0.00    0.00      16/16          __gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > >::operator--(int) [175]
                0.00    0.00       6/382039      std::vector<unsigned char, std::allocator<unsigned char> >::begin() [75]
                0.00    0.00       6/628438      std::vector<unsigned char, std::allocator<unsigned char> >::end() [69]
-----------------------------------------------
                0.00    0.00       4/4           Decimal::Decimal(Decimal const&) [50]
[49]     0.0    0.00    0.00       4         std::vector<unsigned char, std::allocator<unsigned char> >::vector(std::vector<unsigned char, std::allocator<unsigned char> > const&) [49]
                0.00    0.00       4/82796       std::vector<unsigned char, std::allocator<unsigned char> >::end() const [33]
                0.00    0.00       4/85006       std::vector<unsigned char, std::allocator<unsigned char> >::begin() const [32]
                0.00    0.00       4/6007486     std::vector<unsigned char, std::allocator<unsigned char> >::size() const [7]
                0.00    0.00       4/164354      std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_M_get_Tp_allocator() const [91]
                0.00    0.00       4/4           std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_Vector_base(unsigned long, std::allocator<unsigned char> const&) [192]
                0.00    0.00       4/446117      std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_M_get_Tp_allocator() [71]
                0.00    0.00       4/164021      std::__new_allocator<unsigned char>::~__new_allocator() [97]
                0.00    0.00       4/4           unsigned char* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, unsigned char*, unsigned char>(__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, __gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, unsigned char*, std::allocator<unsigned char>&) [198]
-----------------------------------------------
                0.00    0.00       2/2           Decimal::operator/(Decimal&) [2]
[50]     0.0    0.00    0.00       2         Decimal::Decimal(Decimal const&) [50]
                0.00    0.00       4/4           std::vector<unsigned char, std::allocator<unsigned char> >::vector(std::vector<unsigned char, std::allocator<unsigned char> > const&) [49]
-----------------------------------------------
                0.00    0.00       7/7           Decimal::findPeriod(std::vector<unsigned char, std::allocator<unsigned char> > const&) const [40]
[51]     0.0    0.00    0.00       7         std::vector<unsigned char, std::allocator<unsigned char> >::cend() const [51]
                0.00    0.00       7/378783      __gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >::__normal_iterator(unsigned char const* const&) [9]
-----------------------------------------------
                0.00    0.00       2/2           Decimal::operator=(Decimal const&) [53]
[52]     0.0    0.00    0.00       2         std::vector<unsigned char, std::allocator<unsigned char> >::operator=(std::vector<unsigned char, std::allocator<unsigned char> > const&) [52]
                0.00    0.00       2/82796       std::vector<unsigned char, std::allocator<unsigned char> >::end() const [33]
                0.00    0.00       2/85006       std::vector<unsigned char, std::allocator<unsigned char> >::begin() const [32]
                0.00    0.00       4/6007486     std::vector<unsigned char, std::allocator<unsigned char> >::size() const [7]
                0.00    0.00       2/2           std::vector<unsigned char, std::allocator<unsigned char> > const* std::__addressof<std::vector<unsigned char, std::allocator<unsigned char> > const>(std::vector<unsigned char, std::allocator<unsigned char> > const&) [219]
                0.00    0.00       2/2           std::vector<unsigned char, std::allocator<unsigned char> >::capacity() const [217]
                0.00    0.00       2/446117      std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_M_get_Tp_allocator() [71]
                0.00    0.00       2/628438      std::vector<unsigned char, std::allocator<unsigned char> >::end() [69]
                0.00    0.00       2/382039      std::vector<unsigned char, std::allocator<unsigned char> >::begin() [75]
                0.00    0.00       2/2           __gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > > std::copy<__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, __gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > > >(__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, __gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, __gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > >) [223]
                0.00    0.00       2/2           void std::_Destroy<__gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > > >(__gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > >, __gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > >) [226]
-----------------------------------------------
                0.00    0.00       1/1           Decimal::operator/(Decimal&) [2]
[53]     0.0    0.00    0.00       1         Decimal::operator=(Decimal const&) [53]
                0.00    0.00       2/2           std::vector<unsigned char, std::allocator<unsigned char> >::operator=(std::vector<unsigned char, std::allocator<unsigned char> > const&) [52]
-----------------------------------------------
                0.00    0.00       3/3           Decimal::operator>>=(unsigned long) [43]
[54]     0.0    0.00    0.00       3         __gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > > std::vector<unsigned char, std::allocator<unsigned char> >::insert<std::reverse_iterator<__gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > > >, void>(__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, std::reverse_iterator<__gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > > >, std::reverse_iterator<__gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > > >) [54]
                0.00    0.00       3/102205      std::vector<unsigned char, std::allocator<unsigned char> >::cbegin() const [31]
                0.00    0.00       3/3           void std::vector<unsigned char, std::allocator<unsigned char> >::_M_range_insert<std::reverse_iterator<__gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > > > >(__gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > >, std::reverse_iterator<__gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > > >, std::reverse_iterator<__gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > > >, std::forward_iterator_tag) [61]
                0.00    0.00       6/42          std::reverse_iterator<__gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > > >::reverse_iterator(std::reverse_iterator<__gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > > > const&) [169]
                0.00    0.00       6/382039      std::vector<unsigned char, std::allocator<unsigned char> >::begin() [75]
                0.00    0.00       6/299902      __gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > >::operator+(long) const [80]
                0.00    0.00       3/100007      __gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >::difference_type __gnu_cxx::operator-<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >(__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > > const&, __gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > > const&) [119]
-----------------------------------------------
                0.00    0.00       3/3           Decimal::operator>>=(unsigned long) [43]
[55]     0.0    0.00    0.00       3         std::vector<unsigned char, std::allocator<unsigned char> >::erase(__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, __gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >) [55]
                0.00    0.00       3/102205      std::vector<unsigned char, std::allocator<unsigned char> >::cbegin() const [31]
                0.00    0.00       6/100007      __gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >::difference_type __gnu_cxx::operator-<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >(__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > > const&, __gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > > const&) [119]
                0.00    0.00       6/299902      __gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > >::operator+(long) const [80]
                0.00    0.00       3/382039      std::vector<unsigned char, std::allocator<unsigned char> >::begin() [75]
                0.00    0.00       3/3           std::vector<unsigned char, std::allocator<unsigned char> >::_M_erase(__gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > >, __gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > >) [208]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<unsigned char, std::allocator<unsigned char> >::vector<__gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > >, void>(__gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > >, __gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > >, std::allocator<unsigned char> const&) [57]
[56]     0.0    0.00    0.00       1         void std::vector<unsigned char, std::allocator<unsigned char> >::_M_range_initialize<__gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > > >(__gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > >, __gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > >, std::forward_iterator_tag) [56]
                0.00    0.00       1/99896       unsigned char* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > >, unsigned char*, unsigned char>(__gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > >, __gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > >, unsigned char*, std::allocator<unsigned char>&) [20]
                0.00    0.00       2/446117      std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_M_get_Tp_allocator() [71]
                0.00    0.00       1/281910      __gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > >::difference_type __gnu_cxx::operator-<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > >(__gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > > const&, __gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > > const&) [81]
                0.00    0.00       1/1           std::vector<unsigned char, std::allocator<unsigned char> >::_S_check_init_len(unsigned long, std::allocator<unsigned char> const&) [230]
                0.00    0.00       1/82046       std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_M_allocate(unsigned long) [129]
-----------------------------------------------
                0.00    0.00       1/1           Decimal::operator/(Decimal&) [2]
[57]     0.0    0.00    0.00       1         std::vector<unsigned char, std::allocator<unsigned char> >::vector<__gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > >, void>(__gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > >, __gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > >, std::allocator<unsigned char> const&) [57]
                0.00    0.00       1/1           void std::vector<unsigned char, std::allocator<unsigned char> >::_M_range_initialize<__gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > > >(__gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > >, __gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > >, std::forward_iterator_tag) [56]
                0.00    0.00       1/1           std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_Vector_base(std::allocator<unsigned char> const&) [228]
-----------------------------------------------
                0.00    0.00     103/103         std::vector<unsigned char, std::allocator<unsigned char> >::insert(__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, unsigned long, unsigned char const&) [44]
[58]     0.0    0.00    0.00     103         std::vector<unsigned char, std::allocator<unsigned char> >::_M_fill_insert(__gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > >, unsigned long, unsigned char const&) [58]
                0.00    0.00       4/82041       std::vector<unsigned char, std::allocator<unsigned char> >::_M_check_len(unsigned long, char const*) const [35]
                0.00    0.00     301/1763280     __gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > >::base() const [66]
                0.00    0.00     115/446117      std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_M_get_Tp_allocator() [71]
                0.00    0.00      99/99          std::vector<unsigned char, std::allocator<unsigned char> >::_Temporary_value::_Temporary_value<unsigned char const&>(std::vector<unsigned char, std::allocator<unsigned char> >*, unsigned char const&) [164]
                0.00    0.00      99/99          std::vector<unsigned char, std::allocator<unsigned char> >::_Temporary_value::_M_val() [161]
                0.00    0.00      99/628438      std::vector<unsigned char, std::allocator<unsigned char> >::end() [69]
                0.00    0.00      99/281910      __gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > >::difference_type __gnu_cxx::operator-<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > >(__gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > > const&, __gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > > const&) [81]
                0.00    0.00      99/99986       unsigned char* std::__uninitialized_move_a<unsigned char*, unsigned char*, std::allocator<unsigned char> >(unsigned char*, unsigned char*, unsigned char*, std::allocator<unsigned char>&) [120]
                0.00    0.00      99/101         unsigned char* std::move_backward<unsigned char*, unsigned char*>(unsigned char*, unsigned char*, unsigned char*) [157]
                0.00    0.00      99/99          void std::fill<unsigned char*, unsigned char>(unsigned char*, unsigned char*, unsigned char const&) [166]
                0.00    0.00      99/99          std::vector<unsigned char, std::allocator<unsigned char> >::_Temporary_value::~_Temporary_value() [165]
                0.00    0.00       8/30          unsigned char* std::__uninitialized_move_if_noexcept_a<unsigned char*, unsigned char*, std::allocator<unsigned char> >(unsigned char*, unsigned char*, unsigned char*, std::allocator<unsigned char>&) [172]
                0.00    0.00       4/82046       std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_M_allocate(unsigned long) [129]
                0.00    0.00       4/4           unsigned char* std::__uninitialized_fill_n_a<unsigned char*, unsigned long, unsigned char, unsigned char>(unsigned char*, unsigned long, unsigned char const&, std::allocator<unsigned char>&) [199]
                0.00    0.00       4/164033      void std::_Destroy<unsigned char*>(unsigned char*, unsigned char*) [95]
                0.00    0.00       4/164030      std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_M_deallocate(unsigned char*, unsigned long) [96]
-----------------------------------------------
                0.00    0.00     105/105         Decimal::operator/(Decimal&) [2]
[59]     0.0    0.00    0.00     105         std::vector<unsigned char, std::allocator<unsigned char> >::push_back(unsigned char const&) [59]
                0.00    0.00       3/3           void std::vector<unsigned char, std::allocator<unsigned char> >::_M_realloc_append<unsigned char const&>(unsigned char const&) [60]
                0.00    0.00     204/510         unsigned char const& std::forward<unsigned char const&>(std::remove_reference<unsigned char const&>::type&) [143]
                0.00    0.00     102/82373       operator new(unsigned long, void*) [127]
-----------------------------------------------
                0.00    0.00       3/3           std::vector<unsigned char, std::allocator<unsigned char> >::push_back(unsigned char const&) [59]
[60]     0.0    0.00    0.00       3         void std::vector<unsigned char, std::allocator<unsigned char> >::_M_realloc_append<unsigned char const&>(unsigned char const&) [60]
                0.00    0.00       3/82041       std::vector<unsigned char, std::allocator<unsigned char> >::_M_check_len(unsigned long, char const*) const [35]
                0.00    0.00       9/510         unsigned char const& std::forward<unsigned char const&>(std::remove_reference<unsigned char const&>::type&) [143]
                0.00    0.00       3/382039      std::vector<unsigned char, std::allocator<unsigned char> >::begin() [75]
                0.00    0.00       3/628438      std::vector<unsigned char, std::allocator<unsigned char> >::end() [69]
                0.00    0.00       3/281910      __gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > >::difference_type __gnu_cxx::operator-<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > >(__gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > > const&, __gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > > const&) [81]
                0.00    0.00       3/82046       std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_M_allocate(unsigned long) [129]
                0.00    0.00       3/3           std::vector<unsigned char, std::allocator<unsigned char> >::_M_realloc_append<unsigned char const&>(unsigned char const&)::_Guard::_Guard(unsigned char*, unsigned long, std::allocator<unsigned char>&) [215]
                0.00    0.00       3/82022       unsigned char* std::__to_address<unsigned char>(unsigned char*) [135]
                0.00    0.00       3/82373       operator new(unsigned long, void*) [127]
                0.00    0.00       3/446117      std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_M_get_Tp_allocator() [71]
                0.00    0.00       3/82026       std::vector<unsigned char, std::allocator<unsigned char> >::_S_relocate(unsigned char*, unsigned char*, unsigned char*, std::allocator<unsigned char>&) [132]
                0.00    0.00       3/3           std::vector<unsigned char, std::allocator<unsigned char> >::_M_realloc_append<unsigned char const&>(unsigned char const&)::_Guard::~_Guard() [216]
-----------------------------------------------
                0.00    0.00       3/3           __gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > > std::vector<unsigned char, std::allocator<unsigned char> >::insert<std::reverse_iterator<__gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > > >, void>(__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, std::reverse_iterator<__gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > > >, std::reverse_iterator<__gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > > >) [54]
[61]     0.0    0.00    0.00       3         void std::vector<unsigned char, std::allocator<unsigned char> >::_M_range_insert<std::reverse_iterator<__gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > > > >(__gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > >, std::reverse_iterator<__gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > > >, std::reverse_iterator<__gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > > >, std::forward_iterator_tag) [61]
                0.00    0.00       1/82041       std::vector<unsigned char, std::allocator<unsigned char> >::_M_check_len(unsigned long, char const*) const [35]
                0.00    0.00      18/42          std::reverse_iterator<__gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > > >::reverse_iterator(std::reverse_iterator<__gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > > > const&) [169]
                0.00    0.00       6/446117      std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_M_get_Tp_allocator() [71]
                0.00    0.00       4/1763280     __gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > >::base() const [66]
                0.00    0.00       3/3           bool std::operator!=<__gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > > >(std::reverse_iterator<__gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > > > const&, std::reverse_iterator<__gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > > > const&) [214]
                0.00    0.00       3/3           decltype ((({parm#2}.base)())-(({parm#1}.base)())) std::operator-<__gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > >, __gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > > >(std::reverse_iterator<__gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > > > const&, std::reverse_iterator<__gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > > > const&) [212]
                0.00    0.00       2/628438      std::vector<unsigned char, std::allocator<unsigned char> >::end() [69]
                0.00    0.00       2/281910      __gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > >::difference_type __gnu_cxx::operator-<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > >(__gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > > const&, __gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > > const&) [81]
                0.00    0.00       2/99986       unsigned char* std::__uninitialized_move_a<unsigned char*, unsigned char*, std::allocator<unsigned char> >(unsigned char*, unsigned char*, unsigned char*, std::allocator<unsigned char>&) [120]
                0.00    0.00       2/101         unsigned char* std::move_backward<unsigned char*, unsigned char*>(unsigned char*, unsigned char*, unsigned char*) [157]
